DateHour,Hour,Date,Month,2011_UV,2012_UV,2013_UV,2014_UV,2015_UV,2016_UV,2017_UV,2018_UV,2019_UV,2020_UV
01-02 05,05,02,01,0.05100000000000002,0.07250000000000002,0.08683333333333335,0.09500000000000003,0.03716666666666669,0.028833333333333357,0.02450000000000002,0.07233333333333335,0.04266666666666667,0.10700000000000003
01-02 06,06,02,01,0.5421666666666667,0.43250000000000005,0.30466666666666675,0.5033333333333334,0.2983333333333332,0.26799999999999996,0.19783333333333328,0.4771666666666667,0.24466666666666673,0.6290000000000001
01-02 07,07,02,01,1.8113333333333332,1.4661666666666673,1.3288333333333333,1.3924999999999998,1.4331666666666665,0.874,0.36100000000000004,1.599,0.9831666666666666,1.919333333333333
01-02 08,08,02,01,2.362999999999999,3.2948333333333344,3.431333333333333,3.933333333333333,3.5630000000000015,2.4534999999999996,0.859,2.8548333333333322,2.0821666666666667,4.046333333333333
01-02 09,09,02,01,4.7425000000000015,5.742833333333334,6.527500000000001,6.759499999999999,5.030833333333333,4.178500000000001,3.1403333333333325,4.437166666666667,3.6425000000000005,6.833333333333334
01-02 10,10,02,01,8.467666666666664,8.129,9.18333333333333,8.723333333333336,8.901333333333337,6.808166666666668,5.680833333333334,6.629166666666666,6.280833333333331,9.570999999999998
01-02 11,11,02,01,10.719999999999997,9.710833333333332,10.318999999999999,10.977166666666665,10.098000000000003,10.3435,4.794,8.4145,9.997833333333336,11.469333333333335
01-02 12,12,02,01,10.836500000000001,9.197333333333338,11.339500000000003,12.265000000000002,11.203333333333331,10.424333333333331,4.2203333333333335,8.607499999999998,10.660333333333334,12.00183333333333
01-02 13,13,02,01,9.894499999999999,7.932999999999998,10.615666666666668,11.1235,7.437999999999999,9.417833333333334,4.344333333333333,8.018833333333331,9.948333333333336,10.677999999999997
01-02 14,14,02,01,7.932666666666666,7.0586666666666655,8.609166666666669,9.229000000000003,5.345333333333333,7.7808333333333355,2.3135000000000003,6.1915,7.948999999999998,7.633666666666667
01-02 15,15,02,01,5.580499999999999,5.125166666666669,5.896833333333334,4.9285000000000005,4.861833333333333,5.503166666666667,1.9375,4.5745000000000005,5.616666666666666,5.325166666666666
